n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
10,inforest,neg_weakly_corr,tree,8,10,9,inforest,4,0.018000
10,inforest,neg_weakly_corr,tree,9,10,9,inforest,2,0.014000
10,inforest,neg_weakly_corr,tree,10,10,9,inforest,3,0.010000
10,inforest,strongly_corr,dense,1,10,8,inforest,6,0.013000
10,inforest,strongly_corr,dense,2,10,8,inforest,3,0.014000
10,inforest,strongly_corr,dense,3,10,9,inforest,6,0.024000
10,inforest,strongly_corr,dense,4,10,9,inforest,6,0.016000
10,inforest,strongly_corr,dense,5,10,8,inforest,6,0.013000
10,inforest,strongly_corr,dense,6,10,9,inforest,7,0.011000
10,inforest,strongly_corr,dense,7,10,8,inforest,5,0.022000
10,inforest,strongly_corr,dense,8,10,9,inforest,5,0.016000
10,inforest,strongly_corr,dense,9,10,8,inforest,4,0.016000
10,inforest,strongly_corr,dense,10,10,9,inforest,6,0.025000
10,inforest,strongly_corr,medium,1,10,4,inforest,9,0.016000
10,inforest,strongly_corr,medium,2,10,5,inforest,6,0.011000
10,inforest,strongly_corr,medium,3,10,6,inforest,7,0.010000
10,inforest,strongly_corr,medium,4,10,1,path,10,0.013000
10,inforest,strongly_corr,medium,5,10,8,inforest,8,0.022000
10,inforest,strongly_corr,medium,6,10,6,inforest,7,0.017000
10,inforest,strongly_corr,medium,7,10,4,inforest,6,0.018000
10,inforest,strongly_corr,medium,8,10,8,inforest,8,0.017000
10,inforest,strongly_corr,medium,9,10,5,inforest,9,0.012000
10,inforest,strongly_corr,medium,10,10,5,inforest,6,0.012000
10,inforest,strongly_corr,sparse,1,10,4,inforest,6,0.011000
10,inforest,strongly_corr,sparse,2,10,0,path,10,0.010000
10,inforest,strongly_corr,sparse,3,10,5,inforest,9,0.012000
10,inforest,strongly_corr,sparse,4,10,1,path,10,0.022000
10,inforest,strongly_corr,sparse,5,10,1,path,10,0.017000
10,inforest,strongly_corr,sparse,6,10,3,path,10,0.017000
10,inforest,strongly_corr,sparse,7,10,1,path,10,0.009000
10,inforest,strongly_corr,sparse,8,10,4,path,6,0.012000
10,inforest,strongly_corr,sparse,9,10,2,path,8,0.007000
10,inforest,strongly_corr,sparse,10,10,6,inforest,9,0.018000
10,inforest,strongly_corr,tree,1,10,9,inforest,5,0.014000
10,inforest,strongly_corr,tree,2,10,9,inforest,7,0.011000
10,inforest,strongly_corr,tree,3,10,9,inforest,6,0.014000
10,inforest,strongly_corr,tree,4,10,9,inforest,7,0.009000
10,inforest,strongly_corr,tree,5,10,9,inforest,7,0.014000
10,inforest,strongly_corr,tree,6,10,9,inforest,6,0.016000
10,inforest,strongly_corr,tree,7,10,9,inforest,3,0.017000
10,inforest,strongly_corr,tree,8,10,9,inforest,4,0.014000
10,inforest,strongly_corr,tree,9,10,9,inforest,4,0.012000
10,inforest,strongly_corr,tree,10,10,9,inforest,5,0.019000
10,inforest,uncorr,dense,1,10,6,inforest,8,0.008000
10,inforest,uncorr,dense,2,10,8,inforest,8,0.011000
10,inforest,uncorr,dense,3,10,8,inforest,9,0.010000
10,inforest,uncorr,dense,4,10,8,inforest,8,0.010000
10,inforest,uncorr,dense,5,10,8,inforest,5,0.014000
10,inforest,uncorr,dense,6,10,9,inforest,5,0.016000
10,inforest,uncorr,dense,7,10,9,inforest,5,0.014000
10,inforest,uncorr,dense,8,10,9,inforest,7,0.010000
10,inforest,uncorr,dense,9,10,7,inforest,6,0.016000
10,inforest,uncorr,dense,10,10,7,inforest,7,0.011000
10,inforest,uncorr,medium,1,10,5,inforest,6,0.009000
10,inforest,uncorr,medium,2,10,6,inforest,9,0.010000
10,inforest,uncorr,medium,3,10,3,inforest,10,0.010000
10,inforest,uncorr,medium,4,10,7,inforest,8,0.008000
10,inforest,uncorr,medium,5,10,7,inforest,5,0.013000
10,inforest,uncorr,medium,6,10,6,inforest,8,0.010000
10,inforest,uncorr,medium,7,10,6,inforest,8,0.010000
10,inforest,uncorr,medium,8,10,6,inforest,7,0.008000
10,inforest,uncorr,medium,9,10,6,inforest,7,0.006000
10,inforest,uncorr,medium,10,10,6,inforest,7,0.007000
10,inforest,uncorr,sparse,1,10,6,inforest,7,0.007000
10,inforest,uncorr,sparse,2,10,3,path,7,0.008000
10,inforest,uncorr,sparse,3,10,2,path,10,0.010000
10,inforest,uncorr,sparse,4,10,3,inforest,9,0.013000
10,inforest,uncorr,sparse,5,10,3,path,10,0.011000
10,inforest,uncorr,sparse,6,10,3,path,9,0.012000
10,inforest,uncorr,sparse,7,10,3,path,10,0.008000
10,inforest,uncorr,sparse,8,10,1,path,10,0.032000
10,inforest,uncorr,sparse,9,10,2,path,9,0.006000
10,inforest,uncorr,sparse,10,10,1,path,9,0.006000
10,inforest,uncorr,tree,1,10,9,inforest,5,0.013000
10,inforest,uncorr,tree,2,10,9,inforest,6,0.014000
10,inforest,uncorr,tree,3,10,9,inforest,6,0.018000
10,inforest,uncorr,tree,4,10,9,inforest,5,0.014000
10,inforest,uncorr,tree,5,10,9,inforest,5,0.017000
10,inforest,uncorr,tree,6,10,9,inforest,4,0.012000
10,inforest,uncorr,tree,7,10,9,inforest,5,0.009000
10,inforest,uncorr,tree,8,10,9,inforest,7,0.012000
10,inforest,uncorr,tree,9,10,9,inforest,8,0.012000
10,inforest,uncorr,tree,10,10,9,inforest,6,0.014000
10,inforest,weakly_corr,dense,1,10,6,inforest,5,0.012000
10,inforest,weakly_corr,dense,2,10,9,inforest,8,0.019000
10,inforest,weakly_corr,dense,3,10,9,inforest,6,0.021000
10,inforest,weakly_corr,dense,4,10,7,inforest,4,0.022000
10,inforest,weakly_corr,dense,5,10,8,inforest,8,0.023000
10,inforest,weakly_corr,dense,6,10,9,inforest,6,0.012000
10,inforest,weakly_corr,dense,7,10,9,inforest,5,0.014000
10,inforest,weakly_corr,dense,8,10,9,inforest,7,0.011000
10,inforest,weakly_corr,dense,9,10,7,inforest,10,0.009000
10,inforest,weakly_corr,dense,10,10,8,inforest,6,0.019000
10,inforest,weakly_corr,medium,1,10,7,inforest,8,0.026000
10,inforest,weakly_corr,medium,2,10,6,inforest,8,0.019000
10,inforest,weakly_corr,medium,3,10,3,path,7,0.020000
10,inforest,weakly_corr,medium,4,10,5,inforest,9,0.021000
10,inforest,weakly_corr,medium,5,10,3,path,7,0.018000
10,inforest,weakly_corr,medium,6,10,4,path,9,0.015000
10,inforest,weakly_corr,medium,7,10,3,inforest,10,0.019000
10,inforest,weakly_corr,medium,8,10,6,inforest,8,0.010000
10,inforest,weakly_corr,medium,9,10,4,inforest,9,0.016000
10,inforest,weakly_corr,medium,10,10,6,inforest,7,0.018000
10,inforest,weakly_corr,sparse,1,10,3,path,8,0.011000
10,inforest,weakly_corr,sparse,2,10,2,path,9,0.010000
10,inforest,weakly_corr,sparse,3,10,4,path,9,0.008000
10,inforest,weakly_corr,sparse,4,10,5,inforest,7,0.008000
10,inforest,weakly_corr,sparse,5,10,5,inforest,8,0.006000
10,inforest,weakly_corr,sparse,6,10,3,path,7,0.008000
10,inforest,weakly_corr,sparse,7,10,4,inforest,8,0.008000
10,inforest,weakly_corr,sparse,8,10,3,inforest,9,0.009000
10,inforest,weakly_corr,sparse,9,10,1,path,9,0.016000
10,inforest,weakly_corr,sparse,10,10,3,path,7,0.013000
10,inforest,weakly_corr,tree,1,10,9,inforest,7,0.012000
10,inforest,weakly_corr,tree,2,10,9,inforest,5,0.012000
10,inforest,weakly_corr,tree,3,10,9,inforest,5,0.018000
10,inforest,weakly_corr,tree,4,10,9,inforest,6,0.011000
10,inforest,weakly_corr,tree,5,10,9,inforest,7,0.017000
10,inforest,weakly_corr,tree,6,10,9,inforest,2,0.013000
10,inforest,weakly_corr,tree,7,10,9,inforest,5,0.014000
10,inforest,weakly_corr,tree,8,10,9,inforest,5,0.012000
10,inforest,weakly_corr,tree,9,10,9,inforest,5,0.022000
10,inforest,weakly_corr,tree,10,10,9,inforest,5,0.018000
20,inforest,neg_strongly_corr,dense,1,20,17,inforest,10,0.014000
20,inforest,neg_strongly_corr,dense,2,20,16,inforest,12,0.016000
20,inforest,neg_strongly_corr,dense,3,20,16,inforest,12,0.018000
20,inforest,neg_strongly_corr,dense,4,20,18,inforest,8,0.018000
20,inforest,neg_strongly_corr,dense,5,20,19,inforest,8,0.012000
20,inforest,neg_strongly_corr,dense,6,20,17,inforest,10,0.020000
20,inforest,neg_strongly_corr,dense,7,20,19,inforest,5,0.014000
20,inforest,neg_strongly_corr,dense,8,20,18,inforest,8,0.016000
20,inforest,neg_strongly_corr,dense,9,20,15,inforest,10,0.016000
20,inforest,neg_strongly_corr,dense,10,20,18,inforest,6,0.016000
20,inforest,neg_strongly_corr,medium,1,20,12,inforest,13,0.014000
20,inforest,neg_strongly_corr,medium,2,20,12,inforest,16,0.016000
20,inforest,neg_strongly_corr,medium,3,20,14,inforest,15,0.011000
20,inforest,neg_strongly_corr,medium,4,20,13,inforest,10,0.020000
20,inforest,neg_strongly_corr,medium,5,20,12,inforest,14,0.018000
20,inforest,neg_strongly_corr,medium,6,20,15,inforest,13,0.011000
20,inforest,neg_strongly_corr,medium,7,20,11,inforest,16,0.015000
20,inforest,neg_strongly_corr,medium,8,20,12,inforest,10,0.019000
20,inforest,neg_strongly_corr,medium,9,20,11,inforest,15,0.017000
20,inforest,neg_strongly_corr,medium,10,20,8,inforest,15,0.015000
20,inforest,neg_strongly_corr,sparse,1,20,2,path,18,0.008000
20,inforest,neg_strongly_corr,sparse,2,20,7,inforest,15,0.014000
20,inforest,neg_strongly_corr,sparse,3,20,3,path,18,0.010000
20,inforest,neg_strongly_corr,sparse,4,20,8,inforest,16,0.016000
20,inforest,neg_strongly_corr,sparse,5,20,10,inforest,14,0.016000
20,inforest,neg_strongly_corr,sparse,6,20,7,inforest,17,0.017000
20,inforest,neg_strongly_corr,sparse,7,20,6,inforest,19,0.014000
20,inforest,neg_strongly_corr,sparse,8,20,5,inforest,20,0.020000
20,inforest,neg_strongly_corr,sparse,9,20,3,path,18,0.013000
20,inforest,neg_strongly_corr,sparse,10,20,5,inforest,17,0.012000
20,inforest,neg_strongly_corr,tree,1,20,19,inforest,7,0.014000
20,inforest,neg_strongly_corr,tree,2,20,19,inforest,10,0.014000
20,inforest,neg_strongly_corr,tree,3,20,19,inforest,5,0.018000
20,inforest,neg_strongly_corr,tree,4,20,19,inforest,4,0.017000
20,inforest,neg_strongly_corr,tree,5,20,19,inforest,8,0.012000
20,inforest,neg_strongly_corr,tree,6,20,19,inforest,11,0.014000
20,inforest,neg_strongly_corr,tree,7,20,19,inforest,5,0.019000
20,inforest,neg_strongly_corr,tree,8,20,19,inforest,10,0.016000
20,inforest,neg_strongly_corr,tree,9,20,19,inforest,10,0.021000
20,inforest,neg_strongly_corr,tree,10,20,19,inforest,8,0.018000
20,inforest,neg_uncorr,dense,1,20,17,inforest,11,0.012000
20,inforest,neg_uncorr,dense,2,20,17,inforest,11,0.013000
20,inforest,neg_uncorr,dense,3,20,18,inforest,10,0.018000
20,inforest,neg_uncorr,dense,4,20,19,inforest,9,0.013000
20,inforest,neg_uncorr,dense,5,20,16,inforest,11,0.010000
20,inforest,neg_uncorr,dense,6,20,17,inforest,12,0.018000
20,inforest,neg_uncorr,dense,7,20,18,inforest,8,0.016000
20,inforest,neg_uncorr,dense,8,20,14,inforest,10,0.017000
20,inforest,neg_uncorr,dense,9,20,19,inforest,9,0.019000
20,inforest,neg_uncorr,dense,10,20,16,inforest,12,0.019000
20,inforest,neg_uncorr,medium,1,20,9,inforest,16,0.011000
20,inforest,neg_uncorr,medium,2,20,9,inforest,17,0.012000
20,inforest,neg_uncorr,medium,3,20,8,inforest,16,0.012000
20,inforest,neg_uncorr,medium,4,20,11,inforest,16,0.013000
20,inforest,neg_uncorr,medium,5,20,15,inforest,13,0.018000
20,inforest,neg_uncorr,medium,6,20,13,inforest,15,0.018000
20,inforest,neg_uncorr,medium,7,20,8,inforest,16,0.015000
20,inforest,neg_uncorr,medium,8,20,11,inforest,14,0.017000
20,inforest,neg_uncorr,medium,9,20,14,inforest,13,0.025000
20,inforest,neg_uncorr,medium,10,20,7,inforest,16,0.011000
20,inforest,neg_uncorr,sparse,1,20,5,inforest,17,0.015000
20,inforest,neg_uncorr,sparse,2,20,3,path,19,0.015000
20,inforest,neg_uncorr,sparse,3,20,6,path,17,0.010000
20,inforest,neg_uncorr,sparse,4,20,8,inforest,14,0.016000
20,inforest,neg_uncorr,sparse,5,20,2,path,19,0.012000
20,inforest,neg_uncorr,sparse,6,20,4,inforest,18,0.015000
20,inforest,neg_uncorr,sparse,7,20,5,path,18,0.014000
20,inforest,neg_uncorr,sparse,8,20,7,inforest,16,0.016000
20,inforest,neg_uncorr,sparse,9,20,5,path,19,0.009000
20,inforest,neg_uncorr,sparse,10,20,5,path,18,0.016000
20,inforest,neg_uncorr,tree,1,20,19,inforest,11,0.014000
20,inforest,neg_uncorr,tree,2,20,19,inforest,12,0.014000
20,inforest,neg_uncorr,tree,3,20,19,inforest,13,0.016000
20,inforest,neg_uncorr,tree,4,20,19,inforest,13,0.013000
20,inforest,neg_uncorr,tree,5,20,19,inforest,9,0.013000
20,inforest,neg_uncorr,tree,6,20,19,inforest,11,0.016000
20,inforest,neg_uncorr,tree,7,20,19,inforest,9,0.018000
20,inforest,neg_uncorr,tree,8,20,19,inforest,9,0.019000
20,inforest,neg_uncorr,tree,9,20,19,inforest,8,0.018000
20,inforest,neg_uncorr,tree,10,20,19,inforest,12,0.013000
20,inforest,neg_weakly_corr,dense,1,20,15,inforest,13,0.010000
20,inforest,neg_weakly_corr,dense,2,20,16,inforest,12,0.014000
20,inforest,neg_weakly_corr,dense,3,20,19,inforest,7,0.020000
20,inforest,neg_weakly_corr,dense,4,20,16,inforest,16,0.012000
20,inforest,neg_weakly_corr,dense,5,20,16,inforest,8,0.012000
20,inforest,neg_weakly_corr,dense,6,20,16,inforest,12,0.016000
20,inforest,neg_weakly_corr,dense,7,20,19,inforest,9,0.013000
20,inforest,neg_weakly_corr,dense,8,20,18,inforest,13,0.015000
20,inforest,neg_weakly_corr,dense,9,20,16,inforest,16,0.016000
20,inforest,neg_weakly_corr,dense,10,20,17,inforest,12,0.018000
20,inforest,neg_weakly_corr,medium,1,20,10,inforest,14,0.012000
20,inforest,neg_weakly_corr,medium,2,20,14,inforest,11,0.017000
20,inforest,neg_weakly_corr,medium,3,20,15,inforest,12,0.013000
20,inforest,neg_weakly_corr,medium,4,20,15,inforest,12,0.014000
20,inforest,neg_weakly_corr,medium,5,20,14,inforest,15,0.012000
20,inforest,neg_weakly_corr,medium,6,20,9,inforest,16,0.011000
20,inforest,neg_weakly_corr,medium,7,20,12,inforest,15,0.017000
20,inforest,neg_weakly_corr,medium,8,20,14,inforest,15,0.016000
20,inforest,neg_weakly_corr,medium,9,20,15,inforest,10,0.018000
20,inforest,neg_weakly_corr,medium,10,20,11,inforest,16,0.016000
20,inforest,neg_weakly_corr,sparse,1,20,11,inforest,12,0.011000
20,inforest,neg_weakly_corr,sparse,2,20,2,path,20,0.014000
20,inforest,neg_weakly_corr,sparse,3,20,5,path,17,0.016000
20,inforest,neg_weakly_corr,sparse,4,20,7,inforest,17,0.015000
20,inforest,neg_weakly_corr,sparse,5,20,4,inforest,20,0.012000
20,inforest,neg_weakly_corr,sparse,6,20,5,inforest,18,0.020000
20,inforest,neg_weakly_corr,sparse,7,20,3,path,19,0.009000
20,inforest,neg_weakly_corr,sparse,8,20,10,inforest,13,0.017000
20,inforest,neg_weakly_corr,sparse,9,20,6,inforest,19,0.014000
20,inforest,neg_weakly_corr,sparse,10,20,5,path,17,0.015000
20,inforest,neg_weakly_corr,tree,1,20,19,inforest,8,0.010000
20,inforest,neg_weakly_corr,tree,2,20,19,inforest,6,0.013000
20,inforest,neg_weakly_corr,tree,3,20,19,inforest,14,0.017000
20,inforest,neg_weakly_corr,tree,4,20,19,inforest,12,0.019000
20,inforest,neg_weakly_corr,tree,5,20,19,inforest,10,0.011000
20,inforest,neg_weakly_corr,tree,6,20,19,inforest,10,0.017000
20,inforest,neg_weakly_corr,tree,7,20,19,inforest,11,0.018000
20,inforest,neg_weakly_corr,tree,8,20,19,inforest,5,0.020000
20,inforest,neg_weakly_corr,tree,9,20,19,inforest,6,0.020000
20,inforest,neg_weakly_corr,tree,10,20,19,inforest,4,0.018000
20,inforest,strongly_corr,dense,1,20,14,inforest,14,0.018000
20,inforest,strongly_corr,dense,2,20,16,inforest,13,0.018000
20,inforest,strongly_corr,dense,3,20,15,inforest,11,0.013000
20,inforest,strongly_corr,dense,4,20,16,inforest,10,0.017000
20,inforest,strongly_corr,dense,5,20,17,inforest,10,0.020000
20,inforest,strongly_corr,dense,6,20,17,inforest,12,0.015000
20,inforest,strongly_corr,dense,7,20,18,inforest,9,0.016000
20,inforest,strongly_corr,dense,8,20,18,inforest,11,0.016000
20,inforest,strongly_corr,dense,9,20,18,inforest,10,0.014000
20,inforest,strongly_corr,dense,10,20,18,inforest,11,0.011000
20,inforest,strongly_corr,medium,1,20,12,inforest,13,0.021000
20,inforest,strongly_corr,medium,2,20,13,inforest,12,0.013000
20,inforest,strongly_corr,medium,3,20,13,inforest,15,0.018000
20,inforest,strongly_corr,medium,4,20,8,inforest,17,0.016000
20,inforest,strongly_corr,medium,5,20,13,inforest,14,0.018000
20,inforest,strongly_corr,medium,6,20,14,inforest,13,0.014000
20,inforest,strongly_corr,medium,7,20,14,inforest,14,0.012000
20,inforest,strongly_corr,medium,8,20,12,inforest,13,0.017000
20,inforest,strongly_corr,medium,9,20,7,inforest,17,0.015000
20,inforest,strongly_corr,medium,10,20,12,inforest,12,0.018000
20,inforest,strongly_corr,sparse,1,20,8,inforest,14,0.020000
20,inforest,strongly_corr,sparse,2,20,5,inforest,17,0.011000
20,inforest,strongly_corr,sparse,3,20,3,path,19,0.013000
20,inforest,strongly_corr,sparse,4,20,5,inforest,18,0.016000
20,inforest,strongly_corr,sparse,5,20,7,inforest,16,0.013000
20,inforest,strongly_corr,sparse,6,20,4,inforest,18,0.014000
20,inforest,strongly_corr,sparse,7,20,5,inforest,18,0.014000
20,inforest,strongly_corr,sparse,8,20,7,inforest,16,0.011000
20,inforest,strongly_corr,sparse,9,20,9,inforest,13,0.015000
20,inforest,strongly_corr,sparse,10,20,10,inforest,15,0.015000
20,inforest,strongly_corr,tree,1,20,19,inforest,12,0.022000
20,inforest,strongly_corr,tree,2,20,19,inforest,10,0.017000
20,inforest,strongly_corr,tree,3,20,19,inforest,8,0.012000
20,inforest,strongly_corr,tree,4,20,19,inforest,8,0.021000
20,inforest,strongly_corr,tree,5,20,19,inforest,7,0.018000
20,inforest,strongly_corr,tree,6,20,19,inforest,7,0.014000
20,inforest,strongly_corr,tree,7,20,19,inforest,12,0.018000
20,inforest,strongly_corr,tree,8,20,19,inforest,10,0.019000
20,inforest,strongly_corr,tree,9,20,19,inforest,12,0.014000
20,inforest,strongly_corr,tree,10,20,19,inforest,13,0.013000
20,inforest,uncorr,dense,1,20,17,inforest,11,0.019000
20,inforest,uncorr,dense,2,20,17,inforest,10,0.027000
20,inforest,uncorr,dense,3,20,17,inforest,12,0.022000
20,inforest,uncorr,dense,4,20,18,inforest,12,0.020000
20,inforest,uncorr,dense,5,20,18,inforest,14,0.015000
20,inforest,uncorr,dense,6,20,18,inforest,10,0.023000
20,inforest,uncorr,dense,7,20,18,inforest,6,0.020000
20,inforest,uncorr,dense,8,20,15,inforest,13,0.012000
